data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,output
3,223,D,25.77586473,2288,0,6.437341624,1,F,p,77.63561988
2,276,B,23.52201701,1532,0,6.041892782,1,F,p,84.81170809
1,213,C,16.00765719,2616,0,2.324929801,1,F,p,60.73182127
4,213,F,26.06339817,2338,0,4.676414848,0,F,p,75.1334732
0,168,E,18.86865584,1325,0,7.500585861,2,F,p,58.48237612
8,204,D,16.52680176,2909,0,7.534241907,2,F,p,71.60836349
0,232,G,27.55104873,2040,0,2.482614456,1,F,p,74.07855832
3,206,D,15.46939014,1353,0,6.145515238,0,F,p,64.66796636
3,158,B,20.97608967,1901,0,2.148865136,1,F,p,56.02734584
8,253,B,21.47529366,2564,0,5.47316568,2,F,p,83.80092998
0,121,B,14.72186821,2291,0,5.764597576,0,F,p,43.61427896
1,254,C,16.58613085,1250,0,6.97441338,0,F,p,74.10193114
5,174,F,15.15078327,2569,0,7.766857116,1,F,p,61.60256206
7,163,D,26.45695136,1903,0,1.770974664,2,F,p,65.58223089
7,108,B,17.24979857,1298,0,0.770823258,2,F,p,45.29564197
3,280,A,11.01519824,1910,0,0.077585383,0,F,p,69.3912638
0,286,D,18.59873531,1773,0,2.608953324,2,F,p,76.9478151
5,155,G,12.61766668,2075,0,2.28864854,0,F,p,50.04454856
1,216,G,24.90604641,2797,0,8.76211751,0,F,p,75.77755928
2,126,D,20.9392874,1748,0,4.511766724,1,F,p,50.95712538
1,211,F,20.52443267,1171,0,4.466242836,1,F,p,66.53823224
4,272,D,22.54498555,1233,0,5.350678714,2,F,p,84.4411657
9,219,H,23.05753683,1791,0,8.06230523,2,F,p,82.01408837
3,217,G,25.60057278,2417,0,7.010049888,0,F,p,76.85056539
9,207,H,12.26226518,1182,0,9.557422193,1,F,p,71.39346085
2,148,E,19.57146879,1928,0,2.137714143,0,F,p,51.75203605
5,125,H,28.13064554,1248,0,1.662118815,1,F,p,57.3796998
3,135,C,29.08856725,1952,0,2.76836885,1,F,p,59.34807938
3,107,E,11.62707934,1288,0,9.634590593,1,F,p,44.898962
6,139,E,24.19108554,1748,0,5.345420848,1,F,p,61.31739783
8,164,B,26.25675335,2519,0,0.80015474,2,F,p,65.63123275
1,251,B,13.91806616,2262,0,1.691004602,0,F,p,65.81726415
8,142,H,20.18745453,1271,0,9.614398317,1,F,p,64.5831074
8,194,G,18.71056006,1265,0,6.173826337,2,F,p,70.21333039
9,137,G,23.51019916,1856,0,3.046878603,1,F,p,61.00605785
4,231,F,10.89766831,2883,0,6.490774026,2,F,p,66.8986755
0,108,F,21.36926227,1800,0,9.615774599,0,F,p,50.84811064
9,274,D,21.81710355,2192,0,7.724443386,0,F,p,91.55983658
2,275,C,27.08793119,2589,0,2.541997864,2,F,p,84.32113594
8,157,B,23.16821349,1889,0,9.754861484,1,F,p,70.40625362
4,298,G,26.51268123,2698,0,4.920851198,0,F,p,92.7822643
2,117,E,11.34090225,2574,0,9.291598909,1,F,p,45.29841093
3,227,H,11.98879036,2939,0,0.890739638,1,F,p,60.48065096
5,123,C,14.2287045,2238,0,9.354389321,0,F,p,52.16022337
3,253,F,22.68962878,1325,0,6.307286433,2,F,p,80.72795233
1,293,E,25.93386373,2514,0,9.292223259,0,F,p,92.63270061
4,104,G,27.8378383,1013,0,0.417986751,0,F,p,50.67204122
9,277,G,24.80846006,1417,0,2.321669996,0,F,p,89.44928405
7,298,G,12.85093345,1757,0,4.567606068,2,F,p,83.13344618
9,282,E,14.58651357,1685,0,5.691619553,0,F,p,84.61948177
4,271,C,28.95133229,1934,0,6.946744829,1,F,p,91.60294389
3,118,D,18.85953565,2118,0,5.137823271,1,F,p,49.11140535
9,189,E,16.36065831,2169,0,9.518775016,0,F,p,71.44336749
1,128,G,23.50573818,2647,0,1.908668772,2,F,p,50.06383313
2,120,F,14.14384736,2893,0,2.121030931,1,F,p,41.25049355
6,209,E,28.19773213,2435,0,4.793906311,1,F,p,78.37186523
4,173,F,23.04289705,1197,0,5.673499876,1,F,p,65.41210722
2,173,G,18.5400343,2942,0,2.319472422,0,F,p,56.00550329
8,264,A,15.99556377,2194,0,9.964403401,0,F,p,85.5604108
4,114,B,13.6508986,2130,0,0.559495565,1,F,p,40.0453043
9,239,G,11.75992021,2067,0,6.645019122,1,F,p,74.42894731
5,168,H,28.92205898,2185,0,2.864099142,0,F,p,67.89395222
3,168,B,13.45749964,1359,0,5.013548056,1,F,p,54.12529773
2,227,E,18.934438,1641,0,7.610299732,0,F,p,72.45129394
1,176,F,24.33691167,1760,0,4.724822124,1,F,p,63.22804263
1,296,D,22.08657484,2102,0,3.399360738,0,F,p,83.87727809
4,277,D,15.97311346,1857,0,9.115837484,1,F,p,83.2916396
7,220,A,20.5146058,2955,0,2.045208392,2,F,p,71.90835361
3,242,G,11.13704839,2620,0,8.488555764,0,F,p,70.31189931
6,179,B,13.60885907,1151,0,2.225022274,1,F,p,56.67299544
2,279,D,29.93656654,2338,0,8.832321696,0,F,p,93.97523158
1,126,C,24.53437697,2980,0,7.543710127,1,F,p,56.2246494
0,258,D,14.99184497,2731,0,8.271459204,1,F,p,73.76411968
7,226,E,14.49575452,1409,0,9.614596156,1,F,p,75.26077522
1,186,G,28.43882546,2148,0,5.615946185,1,F,p,69.8108891
4,120,A,22.1758772,1068,0,4.681932802,1,F,p,53.04022228
8,256,B,26.49114175,1327,0,8.094514463,2,F,p,91.53654204
3,222,G,18.84805843,1639,0,6.550589225,1,F,p,71.31384182
6,196,A,29.44739927,1724,0,3.585421971,0,F,p,75.68808131
5,208,G,14.63432695,1762,0,0.67494055,0,F,p,60.8458348
9,242,G,16.50181649,2736,0,1.087556407,1,F,p,73.73919125
7,155,F,12.79825698,2206,0,2.454159379,0,F,p,52.37259066
6,114,C,18.34513022,1844,0,1.950324992,1,F,p,47.66094219
5,265,A,12.69041065,1128,0,8.283727845,1,F,p,78.10509743
2,118,D,25.7401838,1310,0,1.963869409,1,F,p,51.13003483
0,187,F,23.05500374,2173,0,5.914661299,2,F,p,64.46416466
7,205,E,25.66060643,2595,0,1.24067239,1,F,p,72.73521818
9,150,B,22.97416447,2991,0,1.745058273,2,F,p,61.8218063
5,296,A,12.53554728,1850,0,1.82458238,2,F,p,77.70657493
1,157,A,10.93117654,2413,0,6.401965523,2,F,p,49.04002441
3,247,D,27.56098979,1066,0,3.335018857,0,F,p,80.93990967
7,130,F,23.53906836,2072,0,4.646399923,1,F,p,59.23156145
4,243,G,19.97763239,2240,0,0.31700644,2,F,p,71.29687559
0,190,F,27.66473828,2562,0,8.34425219,1,F,p,71.64251664
6,164,G,25.18837686,1258,0,9.729146772,1,F,p,71.59868595
8,203,G,24.65948816,2801,0,7.179375098,2,F,p,78.37291444
3,190,A,17.16396641,1899,0,3.592022134,1,F,p,60.4395919
0,184,F,26.39434553,1958,0,0.544960641,2,F,p,61.49987162
0,138,G,27.31204505,1854,0,5.319543415,0,F,p,57.90038396
2,132,F,27.93189466,1318,0,6.300376519,2,F,p,60.23908172
2,218,H,11.47793893,1013,0,5.401211248,2,F,p,61.73135628
3,123,B,23.45935864,2520,0,3.52324488,1,F,p,52.63666765
3,266,D,20.24031775,1855,0,1.02799372,2,F,p,75.8442797
1,251,H,20.76051993,1530,0,2.238725475,1,F,p,72.52319341
8,234,D,13.69442411,2426,0,2.428219278,0,F,p,69.95320097
8,171,G,24.56401109,1497,0,1.267902411,2,F,p,65.9755124
1,189,H,27.44489146,2336,0,7.905341492,2,F,p,71.80574381
1,257,G,19.85337783,2180,0,5.143978151,1,F,p,75.8120182
2,230,F,28.99931123,2907,0,0.001195466,0,F,p,74.50057557
0,109,E,19.03312334,1495,0,2.554435446,1,F,p,41.88424645
3,195,C,22.40161247,1217,0,1.669052997,0,F,p,64.23050422
3,208,D,21.93598281,1806,0,6.550779643,0,F,p,71.29316417
5,250,E,20.04512542,1453,0,9.877295626,0,F,p,83.3179085
3,210,F,23.4102352,2966,0,4.772469226,0,F,p,71.24168091
8,160,H,23.6180517,2202,0,3.446862996,2,F,p,65.10310952
9,144,F,22.00333903,2696,0,1.149427961,2,F,p,59.15243308
6,118,E,18.68478148,1974,0,2.833948991,1,F,p,49.65025233
9,274,F,29.40800392,2653,0,5.317513413,1,F,p,95.98471694
0,265,E,10.65689631,2714,0,4.647684707,1,F,p,67.63889139
4,299,H,17.60308479,2149,0,5.219812841,2,F,p,85.26258916
4,113,D,14.4493588,1870,0,4.641979186,1,F,p,44.6464021
7,172,A,25.81628604,2618,0,5.364341501,1,F,p,70.39899894
8,235,C,29.93297221,1476,0,8.662470587,0,F,p,91.00214558
6,204,D,28.15698685,1467,0,0.864131809,2,F,p,73.40541997
0,131,G,11.37539626,2112,0,6.17760079,0,F,p,43.01545742
6,263,D,19.51738429,2218,0,5.418911064,0,F,p,81.98455693
1,271,D,20.81326955,1121,0,8.802066214,2,F,p,83.13400881
3,214,A,18.78874375,2115,0,6.946512558,1,F,p,70.05638193
4,162,E,17.63282396,2059,0,5.273187121,1,F,p,57.94272868
4,207,B,29.32070704,2057,0,9.167454954,0,F,p,81.35609129
8,164,A,13.76388868,2055,0,2.042356574,2,F,p,55.62985638
7,292,A,24.18592015,1010,0,6.609970466,1,F,p,94.1772986
6,113,F,10.33970793,2323,0,9.7845143,0,F,p,48.09025144
8,293,A,27.17153627,1225,0,4.266539156,2,F,p,95.7209218
6,174,D,24.65660604,1534,0,8.099942473,2,F,p,71.49088791
1,172,G,18.44068879,1544,0,1.438083618,0,F,p,53.83470352
0,238,G,24.655451,2284,0,9.575320155,1,F,p,79.76522605
4,217,D,14.35662814,2881,0,0.520535986,2,F,p,61.24150131
9,112,B,24.84749947,1962,0,1.91661392,0,F,p,56.07936344
0,270,A,26.87113016,2812,0,7.673419925,2,F,p,86.25743707
5,153,H,12.47327141,1311,0,6.800202745,0,F,p,54.02614701
7,186,F,24.66589988,1273,0,6.756306194,1,F,p,73.55561609
3,278,B,16.37522675,2815,0,9.350380883,0,F,p,83.08808496
8,281,F,12.37331462,1312,0,5.075559284,2,F,p,80.81154245
5,181,E,11.20994527,1953,0,0.548612466,1,F,p,52.23756321
2,252,F,11.9615323,2863,0,1.547901175,0,F,p,65.11328024
4,241,H,27.84034821,2074,0,0.926864173,1,F,p,78.58317756
5,258,E,23.63022384,1687,0,7.749240988,2,F,p,86.01644245
9,249,C,24.21820433,1178,0,1.247406217,2,F,p,82.24379011
5,150,H,15.53808795,2603,0,1.155280901,2,F,p,50.53956006
3,183,F,28.94270114,2597,0,3.018579352,1,F,p,69.06701038
6,138,H,18.0156958,1438,0,1.251264513,1,F,p,51.46539073
7,160,A,16.06710239,1521,0,8.965310929,0,F,p,62.82570308
8,135,B,13.38328635,2142,0,9.661132191,1,F,p,57.10608991
5,275,F,25.64597026,2742,0,2.713133037,2,F,p,86.19450628
0,181,A,10.11216219,1833,0,0.618051498,1,F,p,46.31899747
6,164,E,16.22980735,1531,0,3.642226239,1,F,p,57.44905285
8,227,B,12.00391341,2196,0,4.029062275,2,F,p,68.63258435
6,165,A,12.76464595,2280,0,7.40698062,2,F,p,58.29516198
8,120,G,26.92542365,2743,0,9.134157231,0,F,p,65.76703851
9,276,E,27.58689204,1681,0,6.500753024,0,F,p,95.92895586
6,232,D,29.39640058,2903,0,2.927216313,0,F,p,82.18397684
5,127,E,15.93202323,1958,0,1.437611853,1,F,p,46.57643276
2,232,C,29.33931992,1406,0,0.012968264,0,F,p,75.21835619
5,165,G,12.69163273,2700,0,3.774994952,0,F,p,53.59746441
4,115,H,25.6939302,1243,0,2.788445789,2,F,p,53.31298297
0,205,A,14.68474767,2582,0,4.857671829,2,F,p,59.47394473
6,204,E,27.98905068,1415,0,8.722804592,2,F,p,81.1129502
1,175,H,26.24250733,2764,0,9.815701648,1,F,p,69.83395825
1,262,E,29.01330792,1310,0,9.564217275,0,F,p,89.4761944
0,154,C,11.90327736,1772,0,8.159071793,0,F,p,50.07202141
3,166,E,11.88818079,1614,0,4.41095361,0,F,p,51.71031632
4,227,D,23.84892161,2070,0,2.234288258,2,F,p,73.4983177
9,286,D,24.55592631,2527,0,1.310221586,1,F,p,90.01055527
0,177,D,16.19616283,1814,0,5.365345829,0,F,p,55.74189238
4,188,C,26.41286839,2267,0,7.901495883,2,F,p,73.67307743
8,113,D,23.05458484,1822,0,1.143935602,2,F,p,52.89306196
0,239,G,16.93046496,2964,0,5.284285315,0,F,p,68.72170378
5,271,H,26.47070696,2666,0,8.043241287,1,F,p,91.46687755
8,159,F,18.33639766,2088,0,7.472402937,0,F,p,64.17516083
4,249,B,24.35694045,2737,0,9.313960948,2,F,p,85.43520736
7,131,C,23.36137148,1002,0,7.553807667,0,F,p,62.179042
5,196,E,17.50121203,1876,0,8.870507161,0,F,p,69.22159798
1,148,A,13.30030526,2850,0,5.341812997,0,F,p,48.31208773
9,253,G,11.4842617,1056,0,3.637352329,1,F,p,73.97318786
4,109,F,18.00185483,1423,0,8.250333481,1,F,p,50.65200283
9,202,D,11.62832552,1956,0,8.303717754,1,F,p,68.56921072
1,228,F,16.54241253,2878,0,7.334255662,2,F,p,69.22242694
5,131,A,26.17116146,1047,0,1.418216738,2,F,p,56.57226205
1,214,G,11.0081277,2099,0,1.006826462,0,F,p,55.11414139
5,258,H,16.3575448,2350,0,6.889968552,0,F,p,78.61175887
4,252,B,29.36987316,2733,0,5.359393014,2,F,p,86.59227886
2,266,E,29.76049722,1426,0,0.277109205,1,F,p,82.6615567
4,208,H,10.24238514,1629,0,9.416272766,1,F,p,64.63441939
2,121,F,25.77657941,1831,0,0.841772742,1,F,p,50.64069421
4,196,E,19.66448997,2166,0,7.309509487,1,F,p,68.60755046
8,292,E,25.44963171,1419,0,8.569060749,2,F,p,98.27372929
6,167,F,18.5995742,1015,0,7.830858677,2,F,p,64.37047546
4,148,C,13.54601982,2848,0,4.657607826,0,F,p,50.84902566
5,274,B,20.05519591,2726,0,3.455114943,1,F,p,81.70479126
4,257,H,22.06402905,2969,0,2.146590272,0,F,p,77.80421642
5,239,F,13.78198191,2865,0,5.63473254,2,F,p,71.23851626
1,236,B,11.37080585,1647,0,5.797593777,2,F,p,64.63131904
9,198,G,16.27923818,2184,0,0.815682076,2,F,p,64.46699643
8,171,F,26.247229,2097,0,4.795160968,0,F,p,71.01766706
8,298,G,12.12582679,1639,0,3.271871986,1,F,p,82.1851161
7,205,D,14.15500842,2828,0,6.628305983,2,F,p,67.76781356
4,186,G,13.23301401,1249,0,9.979646636,1,F,p,63.48935924
0,227,A,23.4697044,1945,0,0.665037779,2,F,p,67.58777174
5,185,B,15.47004313,2322,0,7.687868118,2,F,p,64.01090693
8,223,C,10.5709992,2977,0,2.568658211,1,F,p,65.08255749
7,239,B,26.68772906,1633,0,5.743423946,1,F,p,84.9623801
0,179,A,15.66589808,1422,0,0.471292252,0,F,p,50.77060053
0,254,H,24.17393722,1584,0,3.043438282,0,F,p,75.99998178
7,214,B,23.24214692,1535,0,7.654999148,1,F,p,78.77293138
9,169,E,14.94617552,2595,0,7.054891111,2,F,p,63.70644908
5,224,F,14.30536954,2986,0,7.307390343,2,F,p,70.38222293
0,221,F,13.4315903,2147,0,8.039841135,1,F,p,64.7282724
3,249,A,15.99602852,1722,0,4.6315714,2,F,p,72.22799707
2,285,B,29.99345682,1265,0,5.6788349,0,F,p,92.07294604
1,123,B,27.80331199,1241,0,7.923049649,1,F,p,58.94603044
2,202,B,11.37362977,2111,0,7.156248526,1,F,p,60.19251531
2,235,F,15.4632804,1359,0,0.662437014,2,F,p,63.97938938
2,215,A,18.47984744,2533,0,6.428750089,2,F,p,68.46061279
9,155,C,10.15557597,1870,0,1.731321496,1,F,p,51.27133987
1,245,A,18.98433494,2792,0,8.332378841,1,F,p,75.81828029
0,286,G,27.04192348,1326,0,7.132066953,2,F,p,89.06979809
9,265,G,24.68361864,1004,0,0.343411637,0,F,p,84.95866841
5,292,G,16.86415078,2608,0,7.753628997,0,F,p,86.7313647
3,258,B,16.78954168,2008,0,5.257845961,0,F,p,75.36843347
3,156,A,28.39591799,1229,0,5.928000263,0,F,p,66.08432645
2,217,F,12.16678962,2277,0,6.386880823,1,F,p,63.13699148
4,277,D,15.58944334,1199,0,9.684467376,0,F,p,83.51496638
8,165,C,24.84863652,2433,0,6.638057407,0,F,p,70.40183028
3,146,A,27.04509095,2779,0,8.062476099,2,F,p,65.00305795
4,183,C,15.1151405,2755,0,1.893371008,1,F,p,56.49699746
8,224,H,29.95250201,1944,0,8.321261566,0,F,p,88.47851338
9,279,F,15.85388935,1081,0,3.855627591,2,F,p,83.324128
8,218,C,23.30468798,2551,0,5.813223659,2,F,p,78.78744284
4,237,F,29.61289221,2263,0,6.429883916,0,F,p,84.88148691
5,161,F,28.32782799,2527,0,1.424387439,2,F,p,64.51943263
4,228,H,25.58667446,1054,0,0.842515804,0,F,p,73.87052282
7,102,B,18.92789085,2463,0,7.780757062,1,F,p,52.61585882
3,145,B,22.4770181,1641,0,8.662247756,0,F,p,61.29156405
3,100,B,22.0821841,2005,0,8.186772052,0,F,p,51.46073774
4,211,F,27.2938513,1231,0,9.840630459,0,F,p,81.00509663
0,215,B,27.56765595,1614,0,1.724873061,2,F,p,69.93576342
1,224,H,22.65368603,1749,0,7.317633981,0,F,p,73.90595141
1,259,A,21.11224326,1460,0,7.040834144,1,F,p,79.24185308
4,153,D,17.96687899,2538,0,1.293809283,1,F,p,52.46400037
0,285,D,17.88619613,2169,0,7.580565127,1,F,p,81.07814164
2,243,D,16.6265858,1451,0,9.823112511,0,F,p,75.78703973
0,153,E,11.88553646,1516,0,7.236171472,2,F,p,48.93315429
1,212,A,29.17347392,1724,0,6.352199778,1,F,p,76.40832631
7,208,G,23.73261142,2147,0,1.473063791,1,F,p,71.83241407
6,240,C,10.462441,1724,0,3.555849926,2,F,p,67.37204683
7,275,D,15.17169477,2154,0,7.338357494,1,F,p,83.39288279
5,106,A,14.3452296,1622,0,5.486331019,1,F,p,44.99703766
3,243,A,21.96050151,1168,0,0.778441958,0,F,p,72.54289331
8,152,G,11.40684106,1996,0,7.548076588,1,F,p,56.61423354
0,264,G,21.87231077,1662,0,6.587943518,1,F,p,79.47302321
9,297,C,24.32737825,1705,0,3.680747244,1,F,p,94.37538767
1,107,F,21.09544148,2349,0,5.444413792,0,F,p,47.23031112
3,184,A,15.73799713,1032,0,8.895381,0,F,p,63.25957842
3,221,C,10.18090131,1713,0,2.228432308,2,F,p,58.99124349
4,174,A,29.80318029,1538,0,0.855444752,2,F,p,66.87830701
4,107,A,15.99991431,1950,0,7.443688873,1,F,p,47.64361175
3,211,A,20.11767079,1685,0,6.461529902,2,F,p,70.16743361
4,142,H,15.37576643,2456,0,3.420401542,1,F,p,50.05859132
9,282,H,16.32658339,2323,0,1.242084157,1,F,p,81.73600921
7,209,B,29.3322857,1865,0,4.761577489,1,F,p,80.36063462
9,256,C,13.02469417,2973,0,5.804841266,0,F,p,78.12706602
2,276,E,19.96066386,1942,0,6.803033577,0,F,p,82.36763105
8,201,C,17.5491048,1179,0,2.713100808,0,F,p,67.10729513
2,262,D,11.40775249,2233,0,3.314791793,1,F,p,68.38176904
2,227,D,26.74616765,1164,0,6.287877217,0,F,p,78.15942811
7,110,C,21.27749878,1998,0,3.820549044,2,F,p,52.37029794
1,203,H,24.59522731,2317,0,6.34545586,2,F,p,70.48116044
0,291,D,23.44659755,1161,0,3.181285692,1,F,p,82.88322349
4,162,G,19.66948937,2800,0,9.851684352,2,F,p,64.35422478
1,125,A,19.84543903,1686,0,6.504183115,2,F,p,50.76507824
6,160,G,15.88642061,1617,0,5.598749624,1,F,p,58.29652817
1,294,E,11.95902127,1372,0,3.28697321,1,F,p,74.25009235
5,124,B,19.86013744,1879,0,9.288113827,2,F,p,57.36223752
2,254,A,13.63091703,1023,0,8.432721429,2,F,p,73.90054676
5,126,A,24.66700351,1362,0,0.211735615,0,F,p,53.01203877
9,246,E,23.72038716,2212,0,5.29902644,2,F,p,85.24737488
0,272,D,26.67560154,1377,0,3.668572935,1,F,p,82.47661432
8,199,H,18.24229956,2622,0,6.827246092,2,F,p,71.4453157
0,284,D,13.8800297,2124,0,6.916639146,0,F,p,76.60866588
8,252,D,14.97386525,1990,0,0.410594605,0,F,p,72.68707333
3,242,E,16.61326354,2629,0,3.686721489,2,F,p,70.43865867
0,230,A,11.09426977,2943,0,6.478328616,0,F,p,62.86317141
5,145,G,12.04996783,2646,0,7.035616035,1,F,p,52.28058708
2,231,E,24.75858641,1257,0,6.175320666,2,F,p,77.05804843
1,179,D,21.87415385,1068,0,1.167697229,0,F,p,58.0544357
6,159,D,29.05289672,2470,0,1.579002209,1,F,p,65.92660926
5,101,E,22.88794024,1238,0,7.677384734,2,F,p,53.87653095
2,209,F,27.07189054,1514,0,6.97355502,1,F,p,75.5382565
2,218,H,17.64161362,2302,0,4.865745024,1,F,p,66.74319728
9,163,H,15.80798967,2468,0,5.212653284,0,F,p,61.43984399
1,199,A,14.97987647,1138,0,7.848922816,0,F,p,62.53081164
8,223,D,21.53462921,1120,0,3.835729854,2,F,p,76.21689614
0,143,D,10.16135777,1517,0,8.549167866,2,F,p,46.69438985
5,148,G,10.35427342,2575,0,0.677176267,0,F,p,44.99602234
9,247,F,28.66583505,2364,0,8.318016103,0,F,p,92.91726764
7,221,C,25.55823942,1045,0,3.492728277,2,F,p,78.09514376
4,173,C,25.97160002,1146,0,0.099693154,1,F,p,62.47413317
4,229,G,11.0057155,1575,0,1.950726326,0,F,p,62.05587028
8,113,E,14.43499654,2543,0,1.443927588,1,F,p,45.43542447
0,222,F,21.63638387,2336,0,7.049553746,0,F,p,71.32229923
7,252,G,13.85568371,1319,0,0.35518463,0,F,p,70.62529997
5,227,G,20.90814813,1842,0,4.719545208,2,F,p,74.33687852
0,234,C,24.41594778,1400,0,3.848550293,2,F,p,73.0229033
2,138,G,17.91663802,2088,0,8.593876491,2,F,p,54.71885071
0,262,E,13.76792316,1826,0,8.815764725,0,F,p,74.00689557
0,192,A,29.3625828,2054,0,8.581047134,1,F,p,73.80737166
6,250,G,13.94974802,1579,0,2.356431455,2,F,p,71.31120467
4,192,F,12.69324365,1210,0,9.958862129,0,F,p,64.18278141
1,144,D,20.07808033,2657,0,3.60730829,1,F,p,51.87758059
5,256,E,11.65185993,2863,0,0.117854011,0,F,p,67.20452795
7,163,F,17.34473776,2783,0,8.571269911,2,F,p,64.1815339
8,248,E,11.48128027,2085,0,0.496800801,2,F,p,68.82995305
6,163,G,14.16029196,2099,0,0.48315185,2,F,p,52.22741462
3,114,H,14.4449196,2206,0,7.693329389,0,F,p,46.89375703
6,116,D,10.80013706,2797,0,9.334977321,2,F,p,48.65510067
0,255,F,28.09244592,2586,0,4.267034486,0,F,p,80.95023581
3,287,C,16.6217453,1792,0,4.5151058,0,F,p,80.27467657
2,228,B,22.7859235,2297,0,5.358432049,2,F,p,73.8657632
0,133,C,25.11577305,1934,0,3.296225403,2,F,p,52.90042115
7,139,D,10.18695689,2191,0,3.994843509,0,F,p,48.36310471
9,103,H,25.12576656,1542,0,9.172174254,1,F,p,61.78536416
4,166,H,11.52171624,1951,0,9.500828001,0,F,p,57.47037262
1,291,C,23.11865686,2328,0,9.691340758,0,F,p,90.09813193
7,273,G,14.73631759,1925,0,6.957741144,1,F,p,82.22042697
5,238,F,27.96299489,1136,0,5.261182472,0,F,p,83.42787787
9,271,F,13.17898923,1129,0,2.489475262,1,F,p,77.95056557
5,275,E,19.73659015,2374,0,2.597881197,1,F,p,80.76081233
0,203,D,10.40852227,1632,0,9.726078976,0,F,p,60.09374902
8,255,C,16.93758756,1988,0,5.844917852,1,F,p,80.48874665
5,174,E,19.50074062,1420,0,5.821537152,0,F,p,63.57220371
9,108,E,10.00071319,1402,0,8.212290125,1,F,p,48.212932
5,135,G,23.54544924,2138,0,7.363569455,1,F,p,60.95447377
5,233,E,20.03156241,1533,0,4.899799788,0,F,p,74.92820596
0,289,F,10.84234484,1584,0,3.41814682,1,F,p,71.37625717
2,197,G,17.60697717,2792,0,4.548420227,0,F,p,62.19469968
9,180,H,10.00392851,1513,0,3.013353004,2,F,p,57.41688866
8,259,C,23.7921305,2641,0,2.508704681,1,F,p,84.12162214
0,193,B,24.39639846,1405,0,5.470551187,0,F,p,66.4273098
3,141,E,11.27992627,1586,0,6.187062516,1,F,p,47.93899616
7,236,G,23.99083207,1869,0,0.455568768,2,F,p,76.64731763
0,176,C,14.2300145,2485,0,9.65945223,1,F,p,58.06646528
7,112,A,16.65525155,2658,0,5.448985437,0,F,p,50.23871183
4,170,C,12.6588876,1599,0,9.677178401,1,F,p,59.47017724
0,117,H,19.53087511,2801,0,2.507328185,1,F,p,43.88511578
9,272,F,16.94032018,2961,0,4.65239678,1,F,p,83.69868494
7,131,B,24.43961124,2156,0,1.213166404,0,F,p,56.80881652
9,210,C,25.57369269,1625,0,5.259316844,1,F,p,79.67564027
6,134,H,11.83865295,2443,0,2.69530453,2,F,p,46.55009219
9,129,F,20.06472154,1942,0,0.111125864,2,F,p,53.36937525
1,114,H,15.27605811,2874,0,0.477309382,2,F,p,38.42576168
8,276,G,29.70211541,2329,0,1.715820714,2,F,p,92.04772459
2,232,A,26.47584993,2563,0,7.467231834,1,F,p,80.09549677
7,116,C,18.56330805,2251,0,4.728978169,1,F,p,52.03595542
0,152,D,13.41798614,1303,0,4.521890107,0,F,p,47.39807763
9,252,H,17.08344191,1097,0,2.758251593,2,F,p,77.93334931
8,268,A,23.74441531,1425,0,1.994668851,1,F,p,85.36464263
2,217,E,29.67160308,2763,0,6.45505709,0,F,p,78.95949986
9,198,G,16.58538918,2745,0,0.504854231,2,F,p,64.43170449
7,214,H,21.97374481,2598,0,1.085101969,1,F,p,71.0614723
5,269,H,20.30398355,2322,0,4.009901069,1,F,p,81.48348626
3,240,F,22.54534666,1221,0,0.21753078,0,F,p,71.90834277
6,295,H,16.21237394,2781,0,0.010611036,2,F,p,80.00174759
4,295,D,27.90787435,2871,0,5.17813894,0,F,p,93.69522585
6,231,B,15.43986553,1283,0,8.352314841,2,F,p,74.84819382
0,214,C,16.70618824,2503,0,9.898996716,2,F,p,68.13456613
9,190,C,29.68922026,1576,0,6.168492238,2,F,p,80.28879047
1,214,C,29.05979902,2560,0,6.297796589,1,F,p,76.65161571
0,194,B,27.80853175,1590,0,3.177934618,2,F,p,67.40561319
9,259,G,16.35217025,1850,0,8.038245862,1,F,p,83.95519909
5,214,E,10.80569974,2352,0,9.578869247,2,F,p,67.50399901
8,150,H,11.85121354,2676,0,5.9455775,1,F,p,55.01166968
0,155,A,28.24282803,1855,0,8.805484663,1,F,p,65.62402989
4,290,G,13.70413654,1866,0,2.870304803,2,F,p,77.60402769
4,218,B,10.04820413,1909,0,9.566616999,0,F,p,66.61000072
8,279,C,10.83315966,1556,0,3.082326895,1,F,p,77.03217059
5,253,G,24.38050684,1661,0,7.730355864,2,F,p,85.67281202
7,230,A,24.19835194,2282,0,5.991497136,0,F,p,81.17001388
7,268,D,26.44319859,2904,0,3.834267149,0,F,p,88.63314588
7,117,G,28.5559508,1579,0,9.996807043,0,F,p,66.49716277
2,209,B,28.3569949,1166,0,6.696323373,0,F,p,76.41761878
3,237,D,25.5997623,1828,0,7.025131477,1,F,p,80.86491755
9,211,H,29.10397331,2500,0,9.900342638,1,F,p,87.69391862
7,159,G,11.00172501,1934,0,7.836743324,0,F,p,56.93829583
6,284,G,21.78535785,1045,0,3.093138105,0,F,p,85.89996017
0,113,C,26.53342976,2326,0,9.431830992,2,F,p,56.31191778
5,172,H,20.72401415,2163,0,9.014035077,1,F,p,67.46564781
3,131,B,19.37239286,2442,0,7.283709402,0,F,p,54.31886298
5,214,B,12.26931421,1091,0,0.417238525,1,F,p,59.65962131
